"";"nomor_urut";"jenis_kelamin";"umur";"fakultas";"prodi";"tingkat_semester";"uang_saku";"kepemilikan_mobil";"kepemilikan_motor";"kepemilikan_sepeda";"kendaraan_utama";"jenis_tempat_tinggal";"jarak";"jumlah_perjalanan_selasa";"jumlah_perjalanan_rabu";"jumlah_perjalanan_kamis";"jumlah_perjalanan_jumat";"jumlah_perjalanan_sabtu";"jumlah_perjalanan_ahad"
"549";149;"Laki-Laki";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";5,6913103864937;2;2;1;1;2;1
"550";150;"Perempuan";20;"Fakultas Hukum";"Ilmu Hukum";"3 (Semester 5 - Semester 6)";"< 1 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";4,69459332800295;1;1;1;1;1;1
"551";151;"Perempuan";19;"Fakultas Hukum";"Ilmu Hukum";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";1;0;3;"Mobil Pribadi";"Rumah mengontrak pribadi";2,34363547004408;1;1;1;1;1;1
"552";152;"Laki-Laki";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";2;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,71326027597757;1;3;2;2;4;1
"553";153;"Laki-Laki";19;"Fakultas Ekonomi dan Bisnis";"Manajemen";"2 (Semester 3 – Semester 4)";"1 jt – 2 jt";2;1;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,10489705968612;2;2;1;3;4;1
"554";154;"Laki-Laki";19;"Fakultas Ekonomi dan Bisnis";"Manajemen";"2 (Semester 3 – Semester 4)";"1 jt – 2 jt";1;0;1;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";5,41934912818663;1;1;1;1;1;1
"555";155;"Perempuan";19;"Fakultas Ekonomi dan Bisnis";"Manajemen";"2 (Semester 3 – Semester 4)";"1 jt – 2 jt";1;0;3;"Mobil Pribadi";"Rumah bersama saudara";5,03605199061739;1;1;1;1;1;1
"556";156;"Laki-Laki";21;"Fakultas Ekonomi dan Bisnis";"Akuntansi";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";3;3;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";4,62121967984168;4;1;3;3;2;1
"557";157;"Perempuan";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";2;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,31521293795373;2;1;1;2;1;1
"558";158;"Perempuan";19;"Fakultas Ekonomi dan Bisnis";"Manajemen";"2 (Semester 3 – Semester 4)";"2,1 jt – 3 jt";1;2;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";1,16796893443574;2;3;5;1;2;1
"559";159;"Perempuan";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,09624851222118;1;1;1;1;1;1
"560";160;"Perempuan";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";1;3;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";4,02041497962684;3;4;2;2;3;1
"561";161;"Perempuan";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";1;2;1;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";3,3549131262983;2;2;2;4;2;1
"562";162;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";3;1;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,22285555314561;2;3;4;3;1;1
"563";163;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;0;0;"Berjalan Kaki";"Kos Sendiri";0,421196876042652;4;2;1;2;1;1
"564";164;"Laki-Laki";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";3;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";4,51840270032261;2;2;5;1;1;1
"565";165;"Laki-Laki";18;"Fakultas Hukum";"Ilmu Hukum";"1 (Semester 1 – Semester 2)";"2,1 jt – 3 jt";0;1;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";3,54853721790982;1;1;1;1;1;1
"566";166;"Laki-Laki";21;"Fakultas Hukum";"Ilmu Hukum";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";1;0;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";4,29027830148797;1;1;1;1;1;1
"567";167;"Laki-Laki";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;0;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,36438695683741;1;1;1;1;1;1
"568";168;"Laki-Laki";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,69036960647402;1;1;1;1;1;1
"569";169;"Perempuan";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,52024588177392;1;1;1;1;1;1
"570";170;"Perempuan";20;"Fakultas Hukum";"Ilmu Hukum";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,90296928714027;2;1;2;1;1;1
"571";171;"Perempuan";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,5302443405975;1;2;2;1;2;3
"572";172;"Laki-Laki";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,23731591829439;1;2;2;1;1;3
"573";173;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;0;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";2,1905415207702;1;1;1;1;1;1
"574";174;"Perempuan";19;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"2 (Semester 3 – Semester 4)";"1 jt – 2 jt";2;2;0;"Sepeda Motor Pribadi";"Rumah mengontrak pribadi";4,3157864710415;3;1;2;2;2;2
"575";175;"Laki-Laki";20;"Fakultas Ilmu Sosial dan Politik";"Administrasi Bisnis";"2 (Semester 3 – Semester 4)";"2,1 jt – 3 jt";2;5;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";6,03057586755856;2;4;1;4;2;2
"576";176;"Laki-Laki";18;"Fakultas Teknik";"Arsitektur";"1 (Semester 1 – Semester 2)";"1 jt – 2 jt";2;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,79874775692325;1;2;4;3;2;2
"577";177;"Laki-Laki";22;"Fakultas Teknik";"Teknik Mesin";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";2;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,2532805652265;1;4;2;2;1;1
"578";178;"Laki-Laki";18;"Fakultas Teknik";"Informatika";"1 (Semester 1 – Semester 2)";"1 jt – 2 jt";2;4;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";7,3429395829609;3;2;3;1;2;2
"579";179;"Laki-Laki";21;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";2;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";6,21665294938248;3;1;4;4;2;2
"580";180;"Laki-Laki";22;"Fakultas Teknik";"Teknik Mesin";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";1;3;0;"Kendaraan Bermotor (menumpang dengan keluarga/teman)";"Rumah pribadi/rumah keluarga";1,6413427439535;2;1;2;4;2;1
"581";181;"Perempuan";22;"Fakultas Ekonomi dan Bisnis";"Akuntansi";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";2;2;0;"Transportasi Online";"Rumah pribadi/rumah keluarga";2,26199162285136;4;3;2;1;3;1
"582";182;"Laki-Laki";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,90768916628795;2;2;1;1;2;3
"583";183;"Laki-Laki";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah bersama saudara";0,93343268060346;2;2;2;1;1;1
"584";184;"Laki-Laki";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";0,869150687968318;2;2;2;2;1;1
"585";185;"Perempuan";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";7,49391617426097;2;2;2;2;2;1
"586";186;"Perempuan";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";0,733135598828025;2;2;2;1;1;3
"587";187;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,23911680552316;2;2;1;2;1;1
"588";188;"Perempuan";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,06850083240276;2;1;1;2;1;1
"589";189;"Perempuan";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,62945567866268;2;2;2;2;1;2
"590";190;"Laki-Laki";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";4,8104887310875;2;2;2;2;2;3
"591";191;"Perempuan";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";0,73432437614556;2;2;2;1;1;3
"592";192;"Laki-Laki";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,34017798700332;2;2;2;2;1;1
"593";193;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"3,1 jt – 4 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,01228614923451;2;2;2;1;1;3
"594";194;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"3,1 jt – 4 jt";1;1;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";3,27763167861903;4;4;4;4;1;3
"595";195;"Perempuan";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;0;0;"Berjalan Kaki";"Kos Sendiri";0,592361663757643;2;1;4;2;2;2
"596";196;"Laki-Laki";19;"Fakultas Teknik";"Arsitektur";"2 (Semester 3 – Semester 4)";"< 1 jt";1;2;0;"Transportasi Online";"Rumah pribadi/rumah keluarga";0,991739714575563;2;1;2;2;4;1
"597";197;"Perempuan";19;"Fakultas Teknik";"Arsitektur";"2 (Semester 3 – Semester 4)";"1 jt – 2 jt";2;2;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";1,44809818490875;1;2;2;2;4;1
"598";198;"Laki-Laki";20;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";1;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,9581606646217;2;3;1;1;1;1
"599";199;"Laki-Laki";21;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";4,4995216271663;2;2;1;1;1;1
"600";200;"Perempuan";21;"Fakultas Teknik";"Informatika";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;2;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";0,287605437711695;2;2;1;2;2;1
"601";201;"Laki-Laki";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,62945567866268;2;2;2;1;1;1
"602";202;"Laki-Laki";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";1;2;0;"Sepeda Motor Pribadi";"Kos bersama-sama";1,57289304154694;4;4;2;2;2;3
"603";203;"Laki-Laki";18;"Fakultas Ilmu Sosial dan Politik";"Administrasi Bisnis";"1 (Semester 1 – Semester 2)";"1 jt – 2 jt";1;3;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";5,82423166281212;2;2;1;1;4;1
"604";204;"Perempuan";20;"Fakultas Ekonomi dan Bisnis";"Akuntansi";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";1;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";5,23007848897095;4;2;2;3;3;2
"605";205;"Laki-Laki";22;"Fakultas Ilmu Komputer";"Informatika";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";2;4;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";4,21238052784241;2;1;2;2;4;3
"606";206;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";2;1;0;"Transportasi Online";"Kos bersama-sama";2,22148131081372;2;2;2;1;1;1
"607";207;"Perempuan";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";7,93878829406218;4;1;1;1;1;3
"608";208;"Laki-Laki";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";1;3;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";7,93878829406218;2;2;2;3;1;1
"609";209;"Laki-Laki";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";2;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,44072808084243;2;2;2;2;1;3
"610";210;"Laki-Laki";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";2;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,75145959518203;2;2;2;1;1;1
"611";211;"Perempuan";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";1;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,83976407407925;1;2;2;1;2;1
"612";212;"Laki-Laki";22;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";2;1;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,5218688990744;2;2;2;2;1;1
"613";213;"Perempuan";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";1,7877243455895;2;2;2;1;2;2
"614";214;"Laki-Laki";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";1;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";4,081306557494;3;3;3;1;3;1
"615";215;"Laki-Laki";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,56941826472392;2;2;2;1;1;1
"616";216;"Laki-Laki";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,21998133192824;1;1;1;1;1;1
"617";217;"Laki-Laki";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";2;1;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";8,6800990961475;1;1;4;2;2;1
"618";218;"Perempuan";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;3;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";5,98616875595896;1;1;1;1;1;1
"619";219;"Laki-Laki";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";1;1;1;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";8,52183671564306;1;4;1;2;2;1
"620";220;"Laki-Laki";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;3;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,82979371242631;1;1;1;1;1;1
"621";221;"Perempuan";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";1;2;1;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";4,97481079647668;1;4;2;1;2;1
"622";222;"Laki-Laki";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";5,98616875595896;1;1;1;1;1;3
"623";223;"Perempuan";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;3;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";4,9576423266778;1;2;4;2;1;2
"624";224;"Perempuan";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"3,1 jt – 4 jt";3;2;3;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";4,80210026388243;1;1;1;1;1;1
"625";225;"Perempuan";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";2;1;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";5,24101067634401;1;1;2;2;2;3
"626";226;"Laki-Laki";20;"Fakultas Teknik";"Teknik Sipil";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";0;0;0;"Berjalan Kaki";"Kos Sendiri";0,421196876042652;3;4;3;3;2;1
"627";227;"Laki-Laki";20;"Fakultas Teknik";"Teknik Sipil";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";1;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";1,36445840099812;2;2;4;5;5;1
"628";228;"Perempuan";22;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";3;3;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";1,87880856764451;2;2;4;3;2;1
"629";229;"Perempuan";18;"Fakultas Ekonomi dan Bisnis";"Akuntansi";"1 (Semester 1 – Semester 2)";"1 jt – 2 jt";2;2;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";1,06933170432313;2;2;2;1;1;1
"630";230;"Perempuan";18;"Fakultas Ekonomi dan Bisnis";"Akuntansi";"1 (Semester 1 – Semester 2)";"1 jt – 2 jt";2;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";7,15481504291521;4;2;2;1;1;1
"631";231;"Laki-Laki";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";1;3;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";4,38575545209998;4;2;1;4;2;1
"632";232;"Laki-Laki";19;"Fakultas Ekonomi dan Bisnis";"Akuntansi";"2 (Semester 3 – Semester 4)";"1 jt – 2 jt";0;0;0;"Transportasi Online";"Rumah pribadi/rumah keluarga";1,92685893214486;2;2;2;2;1;2
"633";233;"Laki-Laki";19;"Fakultas Ilmu Komputer";"Informatika";"2 (Semester 3 – Semester 4)";"1 jt – 2 jt";1;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,09849578362235;2;2;2;1;2;1
"634";234;"Perempuan";21;"Fakultas Ilmu Sosial dan Politik";"Administrasi Bisnis";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";2;3;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";4,20679331256355;1;2;1;2;1;1
"635";235;"Laki-Laki";21;"Fakultas Ilmu Sosial dan Politik";"Administrasi Bisnis";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";2;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";6,2192756419172;2;2;2;1;2;1
"636";236;"Laki-Laki";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;2;0;"Sepeda Motor Pribadi";"Rumah bersama saudara";1,65691855592193;2;2;2;4;4;2
"637";237;"Laki-Laki";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,11284711018817;1;2;1;2;1;3
"638";238;"Laki-Laki";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;3;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";0,892853671878555;1;2;4;3;1;1
"639";239;"Perempuan";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";2;1;0;"Sepeda Motor Pribadi";"Rumah bersama saudara";1,65691855592193;4;2;1;3;1;1
"640";240;"Laki-Laki";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";2;3;1;"Sepeda Motor Pribadi";"Kos Sendiri";0,976674195205679;4;3;4;4;3;2
"641";241;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";NA;1;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";4,50526295934487;1;1;1;1;1;1
"642";242;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Akuntansi";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";2;3;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";1,35683146960935;2;2;1;1;2;3
"643";243;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";2;2;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";4,50526295934487;1;1;1;1;1;1
"644";244;"Perempuan";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";3;1;1;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";1,83938915701691;2;2;2;2;2;1
"645";245;"Perempuan";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";2;1;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";1,35683146960935;1;1;1;2;1;2
"646";246;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;3;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";1,53992405947858;2;2;2;2;2;1
"647";247;"Perempuan";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;3;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";1,65623891394122;1;2;1;2;2;1
"648";248;"Perempuan";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";2;1;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";0,501244847836841;2;2;2;2;2;3
"649";249;"Perempuan";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";3;2;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";1,77525613539769;1;1;1;1;1;1
"650";250;"Perempuan";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";3;1;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";1,12215267257349;2;2;2;2;2;3
"651";251;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";0;2;0;"Transportasi Online";"Rumah bersama saudara";1,04567968495766;2;2;2;2;2;1
"652";252;"Perempuan";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;2;0;"Transportasi Online";"Rumah pribadi/rumah keluarga";1,35428618956611;2;1;2;2;2;3
"653";253;"Laki-Laki";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";2;3;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";4,061345130097;1;1;1;1;1;1
"654";254;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;1;0;"Transportasi Online";"Rumah pribadi/rumah keluarga";1,23477067425275;2;2;2;2;2;3
"655";255;"Perempuan";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;2;0;"Transportasi Online";"Rumah bersama saudara";1,35428618956611;2;2;2;2;2;1
"656";256;"Laki-Laki";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";2;1;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";4,36346167501718;1;1;1;1;1;1
